candidateId,candidateName,pac,party,type,state,donations
N00004118,Debbie Stabenow,AT&T Inc,D,sen,MI,2000
N00004118,Debbie Stabenow,AXA Equitable Life Insurance,D,sen,MI,2500
N00004118,Debbie Stabenow,Academy of Nutrition & Dietetics,D,sen,MI,1000
N00004118,Debbie Stabenow,Air Line Pilots Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Alcoa Inc,D,sen,MI,1500
N00004118,Debbie Stabenow,Ally Financial,D,sen,MI,5000
N00004118,Debbie Stabenow,Alzheimers Impact Movement,D,sen,MI,5000
N00004118,Debbie Stabenow,America Works,D,sen,MI,5000
N00004118,Debbie Stabenow,American Academy of Dermatology Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,American Academy of Family Physicians,D,sen,MI,2500
N00004118,Debbie Stabenow,American Academy of Neurology,D,sen,MI,1000
N00004118,Debbie Stabenow,American Academy of Nurse Practitioners,D,sen,MI,2500
N00004118,Debbie Stabenow,American Academy of Ophthalmology,D,sen,MI,1500
N00004118,Debbie Stabenow,American Academy of Otolaryngology,D,sen,MI,1000
N00004118,Debbie Stabenow,American Assn of Nurse Anesthetists,D,sen,MI,1000
N00004118,Debbie Stabenow,American Assn/Oral & Maxillofacial Surg,D,sen,MI,3500
N00004118,Debbie Stabenow,American Chemistry Council,D,sen,MI,2500
N00004118,Debbie Stabenow,American College of Cardiology,D,sen,MI,2500
N00004118,Debbie Stabenow,American College of Physicians Services,D,sen,MI,2000
N00004118,Debbie Stabenow,American College of Rheumatology,D,sen,MI,5000
N00004118,Debbie Stabenow,American College of Surgeons Prof Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,American Commercial Lines,D,sen,MI,1000
N00004118,Debbie Stabenow,American Congress of Obstetricians & Gynecologists,D,sen,MI,1500
N00004118,Debbie Stabenow,American Council of Life Insurers,D,sen,MI,2000
N00004118,Debbie Stabenow,American Nurses Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,American Osteopathic Assn,D,sen,MI,2500
N00004118,Debbie Stabenow,American Psychiatric Assn,D,sen,MI,2000
N00004118,Debbie Stabenow,American Soc/Pension Prof & Actuaries,D,sen,MI,1500
N00004118,Debbie Stabenow,American Society/Therapeutic Radiology,D,sen,MI,2000
N00004118,Debbie Stabenow,American Sportfishing Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,American Veterinary Medical Assn,D,sen,MI,3000
N00004118,Debbie Stabenow,American Wind Energy Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,AmerisourceBergen Corp,D,sen,MI,2500
N00004118,Debbie Stabenow,Amsted Industries,D,sen,MI,2000
N00004118,Debbie Stabenow,Archer Daniels Midland,D,sen,MI,1000
N00004118,Debbie Stabenow,Arkema Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Assurant Inc,D,sen,MI,2500
N00004118,Debbie Stabenow,Austin Industries,D,sen,MI,1000
N00004118,Debbie Stabenow,BASF Corp,D,sen,MI,1500
N00004118,Debbie Stabenow,Bank of New York Mellon,D,sen,MI,1500
N00004118,Debbie Stabenow,Biotechnology Industry Organization,D,sen,MI,1000
N00004118,Debbie Stabenow,Blackrock Capital Management,D,sen,MI,1500
N00004118,Debbie Stabenow,Boilermakers Union,D,sen,MI,2000
N00004118,Debbie Stabenow,Border Health,D,sen,MI,10000
N00004118,Debbie Stabenow,Bridgestone Americas,D,sen,MI,1000
N00004118,Debbie Stabenow,Bunge North America,D,sen,MI,1000
N00004118,Debbie Stabenow,Burns & McDonnell,D,sen,MI,3000
N00004118,Debbie Stabenow,CME Group,D,sen,MI,2500
N00004118,Debbie Stabenow,CMS Energy,D,sen,MI,1000
N00004118,Debbie Stabenow,CSX Corp,D,sen,MI,2000
N00004118,Debbie Stabenow,Campbell Soup,D,sen,MI,1000
N00004118,Debbie Stabenow,Caresource Management Group,D,sen,MI,2500
N00004118,Debbie Stabenow,Celanese Corp,D,sen,MI,3000
N00004118,Debbie Stabenow,Cellular Telecom & Internet Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Centene Corp,D,sen,MI,1000
N00004118,Debbie Stabenow,Charter Communications,D,sen,MI,1000
N00004118,Debbie Stabenow,Cheese Importers Assn of America,D,sen,MI,500
N00004118,Debbie Stabenow,Cigna Corp,D,sen,MI,1000
N00004118,Debbie Stabenow,Coca-Cola Co,D,sen,MI,5000
N00004118,Debbie Stabenow,College of American Pathologists,D,sen,MI,1000
N00004118,Debbie Stabenow,Continental Automotive Inc,D,sen,MI,2500
N00004118,Debbie Stabenow,Cox Enterprises,D,sen,MI,2000
N00004118,Debbie Stabenow,Credit Suisse Securities,D,sen,MI,2500
N00004118,Debbie Stabenow,Cummins Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Delta Air Lines,D,sen,MI,5000
N00004118,Debbie Stabenow,Delta Dental Plans Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Dexter Apache Holdings,D,sen,MI,1000
N00004118,Debbie Stabenow,Donohue Industries,D,sen,MI,2000
N00004118,Debbie Stabenow,Dykema Gossett,D,sen,MI,500
N00004118,Debbie Stabenow,ESOP Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Ecolab Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Elekta Holdings Us Inc Political Action Committee,D,sen,MI,1000
N00004118,Debbie Stabenow,Eli Lilly & Co,D,sen,MI,2000
N00004118,Debbie Stabenow,Employee-Owned S Corporations of America,D,sen,MI,1000
N00004118,Debbie Stabenow,FaegreBD Consulting,D,sen,MI,1000
N00004118,Debbie Stabenow,Farm Credit Council,D,sen,MI,2500
N00004118,Debbie Stabenow,Farmer Mac,D,sen,MI,2500
N00004118,Debbie Stabenow,Filemon Vela for Congress,D,sen,MI,4000
N00004118,Debbie Stabenow,Ford Motor Co,D,sen,MI,9500
N00004118,Debbie Stabenow,Futures Industry Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,GEP Administrative Services,D,sen,MI,2500
N00004118,Debbie Stabenow,Garney Holding Co,D,sen,MI,3000
N00004118,Debbie Stabenow,General Dynamics,D,sen,MI,3000
N00004118,Debbie Stabenow,Generic Pharmaceutical Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Goldman Sachs,D,sen,MI,5000
N00004118,Debbie Stabenow,Google Inc,D,sen,MI,4000
N00004118,Debbie Stabenow,Grant Thornton LLP,D,sen,MI,2500
N00004118,Debbie Stabenow,Graphic Packaging International,D,sen,MI,1000
N00004118,Debbie Stabenow,Great Lakes Bay Regional Alliance,D,sen,MI,1000
N00004118,Debbie Stabenow,Guardian Life Insurance,D,sen,MI,2500
N00004118,Debbie Stabenow,HCA Inc,D,sen,MI,3333
N00004118,Debbie Stabenow,HNTB Holdings,D,sen,MI,1000
N00004118,Debbie Stabenow,Hardwood Federation,D,sen,MI,1000
N00004118,Debbie Stabenow,Harvest PAC,D,sen,MI,1500
N00004118,Debbie Stabenow,Healthcare Supply Chain Assn,D,sen,MI,2467
N00004118,Debbie Stabenow,Hershey Co,D,sen,MI,5000
N00004118,Debbie Stabenow,Hill-Rom Holdings,D,sen,MI,1000
N00004118,Debbie Stabenow,Holden Industries,D,sen,MI,1000
N00004118,Debbie Stabenow,Holland & Knight,D,sen,MI,5000
N00004118,Debbie Stabenow,Honeywell International,D,sen,MI,1000
N00004118,Debbie Stabenow,Hoosiers First PAC,D,sen,MI,2500
N00004118,Debbie Stabenow,Humana Inc,D,sen,MI,6000
N00004118,Debbie Stabenow,Huntington Bancshares,D,sen,MI,2500
N00004118,Debbie Stabenow,Ingram Barge Co,D,sen,MI,1000
N00004118,Debbie Stabenow,K&L Gates,D,sen,MI,2000
N00004118,Debbie Stabenow,Kellogg Co,D,sen,MI,2500
N00004118,Debbie Stabenow,Kinney Drugs,D,sen,MI,1000
N00004118,Debbie Stabenow,Kroger Co,D,sen,MI,1500
N00004118,Debbie Stabenow,Laboratory Corp of America,D,sen,MI,2500
N00004118,Debbie Stabenow,Lennox Industries,D,sen,MI,2500
N00004118,Debbie Stabenow,Lifetouch Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Livestock Marketing Assn,D,sen,MI,5000
N00004118,Debbie Stabenow,Lockheed Martin,D,sen,MI,2000
N00004118,Debbie Stabenow,MMC Corp,D,sen,MI,2000
N00004118,Debbie Stabenow,MOPAC,D,sen,MI,2700
N00004118,Debbie Stabenow,Marsh & McLennan,D,sen,MI,1000
N00004118,Debbie Stabenow,McDonald's Corp,D,sen,MI,1000
N00004118,Debbie Stabenow,Mednax Inc,D,sen,MI,5000
N00004118,Debbie Stabenow,Messer Construction,D,sen,MI,2000
N00004118,Debbie Stabenow,Metlife Inc,D,sen,MI,2500
N00004118,Debbie Stabenow,Michigan Sugar,D,sen,MI,1000
N00004118,Debbie Stabenow,Microsoft Corp,D,sen,MI,2500
N00004118,Debbie Stabenow,Morgan Stanley,D,sen,MI,1500
N00004118,Debbie Stabenow,Motion Picture Assn of America,D,sen,MI,1000
N00004118,Debbie Stabenow,Motor City PAC,D,sen,MI,10000
N00004118,Debbie Stabenow,National Assn of Dental Plans,D,sen,MI,5000
N00004118,Debbie Stabenow,National Assn of Enrolled Agents,D,sen,MI,500
N00004118,Debbie Stabenow,National Assn of Health Underwriters,D,sen,MI,3000
N00004118,Debbie Stabenow,National Assn of Postal Supervisors,D,sen,MI,5000
N00004118,Debbie Stabenow,National Assn of Social Workers,D,sen,MI,1000
N00004118,Debbie Stabenow,National Custom Brokers Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,National Marine Manufacturers Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,National Organization of Social Security Claimants,D,sen,MI,1000
N00004118,Debbie Stabenow,National Rural Electric Cooperative Assn,D,sen,MI,2500
N00004118,Debbie Stabenow,Nelson,D,sen,MI,1000
N00004118,Debbie Stabenow,New York Life Insurance,D,sen,MI,2500
N00004118,Debbie Stabenow,Organic Trade Assn,D,sen,MI,3000
N00004118,Debbie Stabenow,Owner-Operator Independent Drivers Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Pacific Life Insurance,D,sen,MI,2000
N00004118,Debbie Stabenow,Patton Boggs LLP,D,sen,MI,2000
N00004118,Debbie Stabenow,PepsiCo Inc,D,sen,MI,5000
N00004118,Debbie Stabenow,PharMerica Corp,D,sen,MI,2500
N00004118,Debbie Stabenow,Plumbers/Pipefitters Union,D,sen,MI,1500
N00004118,Debbie Stabenow,Polsinelli Shughart,D,sen,MI,2500
N00004118,Debbie Stabenow,Principal Life Insurance,D,sen,MI,1000
N00004118,Debbie Stabenow,Private Equity Growth Capital Council,D,sen,MI,5000
N00004118,Debbie Stabenow,Quest Diagnostics,D,sen,MI,1000
N00004118,Debbie Stabenow,RGA Reinsurance,D,sen,MI,1000
N00004118,Debbie Stabenow,Raytheon Co,D,sen,MI,1000
N00004118,Debbie Stabenow,Regeneron Pharmaceuticals,D,sen,MI,2000
N00004118,Debbie Stabenow,Renaissance Health Service,D,sen,MI,4604
N00004118,Debbie Stabenow,SNR Denton,D,sen,MI,1000
N00004118,Debbie Stabenow,Securities Industry & Financial Mkt Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Select Medical Corp,D,sen,MI,5000
N00004118,Debbie Stabenow,Society For Vascular Surgery,D,sen,MI,2000
N00004118,Debbie Stabenow,Society of American Florists,D,sen,MI,2000
N00004118,Debbie Stabenow,Society of Thoracic Surgeons,D,sen,MI,1500
N00004118,Debbie Stabenow,State Farm Mutual Automobile Insurance,D,sen,MI,2000
N00004118,Debbie Stabenow,Swiss Re America,D,sen,MI,1000
N00004118,Debbie Stabenow,T-Mobile USA,D,sen,MI,3000
N00004118,Debbie Stabenow,Target Corp,D,sen,MI,2500
N00004118,Debbie Stabenow,Thermo Fisher Scientific,D,sen,MI,1000
N00004118,Debbie Stabenow,Thrivent Financial for Lutherans,D,sen,MI,5000
N00004118,Debbie Stabenow,Torch Technologies,D,sen,MI,1000
N00004118,Debbie Stabenow,Toyota Motor North America,D,sen,MI,2500
N00004118,Debbie Stabenow,US Telecom Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Us Against Alzheimer PAC,D,sen,MI,1000
N00004118,Debbie Stabenow,VHA Inc,D,sen,MI,6000
N00004118,Debbie Stabenow,Vail Resorts,D,sen,MI,3500
N00004118,Debbie Stabenow,Varian Medical Systems,D,sen,MI,2500
N00004118,Debbie Stabenow,Vermeer Equipment of Texas,D,sen,MI,1000
N00004118,Debbie Stabenow,Victory Now PAC,D,sen,MI,10000
N00004118,Debbie Stabenow,Volkert Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Votesane PAC,D,sen,MI,32000
N00004118,Debbie Stabenow,Wawa Inc,D,sen,MI,1000
N00004118,Debbie Stabenow,Western Growers Assn,D,sen,MI,1000
N00004118,Debbie Stabenow,Weyerhaeuser Co,D,sen,MI,2500
N00004118,Debbie Stabenow,Whirlpool Corp,D,sen,MI,1500
N00004118,Debbie Stabenow,Xcel Energy,D,sen,MI,2500
N00004118,Debbie Stabenow,Zoetis Inc,D,sen,MI,5000
N00007364,Dianne Feinstein,AFLAC Inc,D,sen,CA,1000
N00007364,Dianne Feinstein,AT&T Inc,D,sen,CA,2500
N00007364,Dianne Feinstein,Aerojet Rocketdyne,D,sen,CA,2000
N00007364,Dianne Feinstein,Alliant Techsystems,D,sen,CA,1000
N00007364,Dianne Feinstein,Alston & Bird,D,sen,CA,5000
N00007364,Dianne Feinstein,Amazon.com,D,sen,CA,2500
N00007364,Dianne Feinstein,American Commercial Lines,D,sen,CA,1000
N00007364,Dianne Feinstein,American Foreign Service Assn,D,sen,CA,1000
N00007364,Dianne Feinstein,American Hospital Assn,D,sen,CA,3000
N00007364,Dianne Feinstein,American Veterinary Medical Assn,D,sen,CA,2000
N00007364,Dianne Feinstein,AstraZeneca Pharmaceuticals,D,sen,CA,1000
N00007364,Dianne Feinstein,CBS Corp,D,sen,CA,1500
N00007364,Dianne Feinstein,Coca-Cola Co,D,sen,CA,2500
N00007364,Dianne Feinstein,Credit Union National Assn,D,sen,CA,2000
N00007364,Dianne Feinstein,Delta Air Lines,D,sen,CA,5000
N00007364,Dianne Feinstein,Eli Lilly & Co,D,sen,CA,2500
N00007364,Dianne Feinstein,Ernst & Young,D,sen,CA,2000
N00007364,Dianne Feinstein,Florida Power & Light,D,sen,CA,1000
N00007364,Dianne Feinstein,Foley & Lardner,D,sen,CA,1000
N00007364,Dianne Feinstein,Genentech Inc,D,sen,CA,2500
N00007364,Dianne Feinstein,General Atomics,D,sen,CA,2500
N00007364,Dianne Feinstein,General Electric,D,sen,CA,1000
N00007364,Dianne Feinstein,Genesee & Wyoming,D,sen,CA,1000
N00007364,Dianne Feinstein,GlaxoSmithKline,D,sen,CA,1000
N00007364,Dianne Feinstein,Hogan Lovells,D,sen,CA,1000
N00007364,Dianne Feinstein,Holland & Knight,D,sen,CA,2500
N00007364,Dianne Feinstein,Intel Corp,D,sen,CA,5000
N00007364,Dianne Feinstein,Intellectual Ventures LLC,D,sen,CA,1000
N00007364,Dianne Feinstein,K&L Gates,D,sen,CA,1000
N00007364,Dianne Feinstein,Medtronic Inc,D,sen,CA,4000
N00007364,Dianne Feinstein,Micron Technology,D,sen,CA,2500
N00007364,Dianne Feinstein,Motion Picture Assn of America,D,sen,CA,2500
N00007364,Dianne Feinstein,National Air Traffic Controllers Assn,D,sen,CA,2000
N00007364,Dianne Feinstein,National Assn of Mortgage Brokers,D,sen,CA,2000
N00007364,Dianne Feinstein,National Cable & Telecommunications Assn,D,sen,CA,1000
N00007364,Dianne Feinstein,National Music Publishers Assn,D,sen,CA,500
N00007364,Dianne Feinstein,National Rural Electric Cooperative Assn,D,sen,CA,1000
N00007364,Dianne Feinstein,News America Holdings,D,sen,CA,2500
N00007364,Dianne Feinstein,Northrop Grumman,D,sen,CA,2000
N00007364,Dianne Feinstein,Nossaman LLP,D,sen,CA,1500
N00007364,Dianne Feinstein,Novo Nordisk,D,sen,CA,2000
N00007364,Dianne Feinstein,Oracle Corp,D,sen,CA,2410
N00007364,Dianne Feinstein,Pharmavite LLC,D,sen,CA,1000
N00007364,Dianne Feinstein,Pinnacle West Capital,D,sen,CA,2500
N00007364,Dianne Feinstein,Raytheon Co,D,sen,CA,1000
N00007364,Dianne Feinstein,Sony Pictures Entertainment,D,sen,CA,2500
N00007364,Dianne Feinstein,Steptoe & Johnson,D,sen,CA,1500
N00007364,Dianne Feinstein,TIAA-CREF,D,sen,CA,5000
N00007364,Dianne Feinstein,Time Warner,D,sen,CA,2000
N00007364,Dianne Feinstein,United Parcel Service,D,sen,CA,1000
N00007364,Dianne Feinstein,Vail Resorts,D,sen,CA,5000
N00007364,Dianne Feinstein,Venable LLP,D,sen,CA,1000
N00007364,Dianne Feinstein,Viacom International,D,sen,CA,2500
N00004981,Dick Durbin,AFLAC Inc,D,sen,IL,2500
N00004981,Dick Durbin,Acxiom Corp,D,sen,IL,1000
N00004981,Dick Durbin,Alcatel-Lucent USA,D,sen,IL,1500
N00004981,Dick Durbin,American Academy of Nurse Practitioners,D,sen,IL,2500
N00004981,Dick Durbin,American Airlines,D,sen,IL,1000
N00004981,Dick Durbin,American Assn of Nurse Anesthetists,D,sen,IL,5000
N00004981,Dick Durbin,American Commercial Lines,D,sen,IL,1000
N00004981,Dick Durbin,American Council of Life Insurers,D,sen,IL,5000
N00004981,Dick Durbin,American Intellectual Property Law Assn,D,sen,IL,1000
N00004981,Dick Durbin,American Nurses Assn,D,sen,IL,2500
N00004981,Dick Durbin,American Optometric Assn,D,sen,IL,2500
N00004981,Dick Durbin,American Podiatric Medical Assn,D,sen,IL,1000
N00004981,Dick Durbin,American Speech-Language-Hearing Assn,D,sen,IL,1000
N00004981,Dick Durbin,American Wind Energy Assn,D,sen,IL,2500
N00004981,Dick Durbin,Arkema Inc,D,sen,IL,1000
N00004981,Dick Durbin,Astellas US,D,sen,IL,5000
N00004981,Dick Durbin,Automotive Aftermarket Industry Assn,D,sen,IL,1000
N00004981,Dick Durbin,BAE Systems,D,sen,IL,2000
N00004981,Dick Durbin,BASF Corp,D,sen,IL,5000
N00004981,Dick Durbin,Baxter Healthcare,D,sen,IL,2500
N00004981,Dick Durbin,Best Buy,D,sen,IL,2500
N00004981,Dick Durbin,Blue Cross/Blue Shield of California,D,sen,IL,2000
N00004981,Dick Durbin,Blue Cross/Blue Shield of Illinois,D,sen,IL,2500
N00004981,Dick Durbin,Celanese Corp,D,sen,IL,2500
N00004981,Dick Durbin,Cerner Corp,D,sen,IL,2500
N00004981,Dick Durbin,Charter Communications,D,sen,IL,1000
N00004981,Dick Durbin,Chenega Corp,D,sen,IL,1000
N00004981,Dick Durbin,Cintas Corp,D,sen,IL,2500
N00004981,Dick Durbin,Coca-Cola Co,D,sen,IL,2500
N00004981,Dick Durbin,Coeur Mining,D,sen,IL,2500
N00004981,Dick Durbin,College of American Pathologists,D,sen,IL,1000
N00004981,Dick Durbin,Covington & Burling,D,sen,IL,1000
N00004981,Dick Durbin,Cummins Inc,D,sen,IL,1000
N00004981,Dick Durbin,Delta Air Lines,D,sen,IL,2000
N00004981,Dick Durbin,Dunkin' Brands,D,sen,IL,2500
N00004981,Dick Durbin,Dupage Medical Group,D,sen,IL,5000
N00004981,Dick Durbin,EADS North America,D,sen,IL,2500
N00004981,Dick Durbin,Eli Lilly & Co,D,sen,IL,1000
N00004981,Dick Durbin,Financial Planning Assn,D,sen,IL,2500
N00004981,Dick Durbin,Food Marketing Institute,D,sen,IL,1000
N00004981,Dick Durbin,General Motors,D,sen,IL,2500
N00004981,Dick Durbin,Glover Park Group,D,sen,IL,1000
N00004981,Dick Durbin,Golden Living,D,sen,IL,2500
N00004981,Dick Durbin,Google Inc,D,sen,IL,2000
N00004981,Dick Durbin,Grand Trunk Western-Illinois Central RR,D,sen,IL,1000
N00004981,Dick Durbin,Hanson Professional Services,D,sen,IL,1000
N00004981,Dick Durbin,Home Depot,D,sen,IL,2500
N00004981,Dick Durbin,Huntington Ingalls Industries,D,sen,IL,1000
N00004981,Dick Durbin,LKQ Corp,D,sen,IL,2000
N00004981,Dick Durbin,Lockheed Martin,D,sen,IL,1000
N00004981,Dick Durbin,McDonald's Corp,D,sen,IL,5000
N00004981,Dick Durbin,Medical Device Manufacturers Assn,D,sen,IL,2500
N00004981,Dick Durbin,NANA Development Corp,D,sen,IL,1000
N00004981,Dick Durbin,National Air Traffic Controllers Assn,D,sen,IL,1000
N00004981,Dick Durbin,National Assn of Broadcasters,D,sen,IL,1000
N00004981,Dick Durbin,National Confectioners Assn,D,sen,IL,2500
N00004981,Dick Durbin,National Restaurant Assn,D,sen,IL,5000
N00004981,Dick Durbin,Nelson,D,sen,IL,1000
N00004981,Dick Durbin,News Corp,D,sen,IL,1000
N00004981,Dick Durbin,Norfolk Southern,D,sen,IL,5000
N00004981,Dick Durbin,Options Clearing Corp,D,sen,IL,5000
N00004981,Dick Durbin,SNR Denton,D,sen,IL,3500
N00004981,Dick Durbin,Southern Co,D,sen,IL,1000
N00004981,Dick Durbin,State Farm Mutual Automobile Insurance,D,sen,IL,2000
N00004981,Dick Durbin,Sysco Corp,D,sen,IL,1500
N00004981,Dick Durbin,TIAA-CREF,D,sen,IL,1000
N00004981,Dick Durbin,Thermo Fisher Scientific,D,sen,IL,2500
N00004981,Dick Durbin,Transport Workers Union,D,sen,IL,2000
N00004981,Dick Durbin,United Transportation Union,D,sen,IL,2000
N00004981,Dick Durbin,Vista Outdoor,D,sen,IL,2000
N00004981,Dick Durbin,Walgreen Co,D,sen,IL,2500
N00004981,Dick Durbin,Xcel Energy,D,sen,IL,1000
N00000270,Ed Markey,AFL-CIO Transportation Trades Dept,D,sen,MA,1000
N00000270,Ed Markey,Abiomed Inc,D,sen,MA,1000
N00000270,Ed Markey,Amazon.com,D,sen,MA,1000
N00000270,Ed Markey,American Academy of Nurse Practitioners,D,sen,MA,1000
N00000270,Ed Markey,Amgen Inc,D,sen,MA,2500
N00000270,Ed Markey,Association of Professional Flight Attendants,D,sen,MA,1000
N00000270,Ed Markey,AstraZeneca Pharmaceuticals,D,sen,MA,1000
N00000270,Ed Markey,BNSF Railway,D,sen,MA,2500
N00000270,Ed Markey,Biotechnology Industry Organization,D,sen,MA,1000
N00000270,Ed Markey,Bristol-Myers Squibb,D,sen,MA,2000
N00000270,Ed Markey,CSX Corp,D,sen,MA,2500
N00000270,Ed Markey,Citizens Financial Group,D,sen,MA,1000
N00000270,Ed Markey,Clear Channel Communications,D,sen,MA,2500
N00000270,Ed Markey,Covington & Burling,D,sen,MA,1000
N00000270,Ed Markey,Cummins Inc,D,sen,MA,1000
N00000270,Ed Markey,DISH Network,D,sen,MA,2500
N00000270,Ed Markey,DLA Piper,D,sen,MA,2500
N00000270,Ed Markey,Fresenius Medical Care North America,D,sen,MA,5000
N00000270,Ed Markey,GDF Suez Energy North America,D,sen,MA,5000
N00000270,Ed Markey,Genzyme Corp,D,sen,MA,2500
N00000270,Ed Markey,Glover Park Group,D,sen,MA,1000
N00000270,Ed Markey,Gold & Silver PAC,D,sen,MA,2500
N00000270,Ed Markey,Google Inc,D,sen,MA,3000
N00000270,Ed Markey,Hilton Worldwide,D,sen,MA,2500
N00000270,Ed Markey,Intl Brotherhood of Electrical Workers,D,sen,MA,5000
N00000270,Ed Markey,Iron Mountain Inc,D,sen,MA,1000
N00000270,Ed Markey,John Hancock Life Insurance,D,sen,MA,1000
N00000270,Ed Markey,Level 3 Communications,D,sen,MA,3500
N00000270,Ed Markey,Liberty Mutual Insurance,D,sen,MA,2500
N00000270,Ed Markey,Massachusetts Biotechnology Council,D,sen,MA,2000
N00000270,Ed Markey,National Assn of Convenience Stores,D,sen,MA,1000
N00000270,Ed Markey,National Grid USA,D,sen,MA,3000
N00000270,Ed Markey,National Postal Mail Handlers Union,D,sen,MA,2500
N00000270,Ed Markey,Nelson,D,sen,MA,1000
N00000270,Ed Markey,Norfolk Southern,D,sen,MA,2500
N00000270,Ed Markey,O'Neill & Assoc,D,sen,MA,1000
N00000270,Ed Markey,Ocean Champions,D,sen,MA,1000
N00000270,Ed Markey,Petroleum Marketers Assn,D,sen,MA,2500
N00000270,Ed Markey,Pfizer Inc,D,sen,MA,2500
N00000270,Ed Markey,Raytheon Co,D,sen,MA,2500
N00000270,Ed Markey,SNR Denton,D,sen,MA,1000
N00000270,Ed Markey,Society of Independent Gasoline Marketers,D,sen,MA,1000
N00000270,Ed Markey,Sprint Corp,D,sen,MA,1000
N00000270,Ed Markey,T-Mobile USA,D,sen,MA,1000
N00000270,Ed Markey,Thermo Fisher Scientific,D,sen,MA,2500
N00000270,Ed Markey,Twitter,D,sen,MA,2500
N00000270,Ed Markey,UBS Americas,D,sen,MA,2500
N00000270,Ed Markey,Us Against Alzheimer PAC,D,sen,MA,1000
N00000270,Ed Markey,XO Communications,D,sen,MA,2500
N00033492,Elizabeth Warren,American Academy of Nurse Practitioners,D,sen,MA,1000
N00033492,Elizabeth Warren,American Assn/Oral & Maxillofacial Surg,D,sen,MA,3000
N00033492,Elizabeth Warren,American Council of Engineering Cos,D,sen,MA,2500
N00033492,Elizabeth Warren,Cummins Inc,D,sen,MA,1000
N00033492,Elizabeth Warren,Glass Molders Pottery Plastics Workers,D,sen,MA,5000
N00033492,Elizabeth Warren,Intl Brotherhood of Electrical Workers,D,sen,MA,5000
N00033492,Elizabeth Warren,Intl Longshoremen's/Warehousemen's Union,D,sen,MA,2500
N00033492,Elizabeth Warren,National Air Traffic Controllers Assn,D,sen,MA,1000
N00033492,Elizabeth Warren,Transport Workers Union,D,sen,MA,5000
N00029277,Gary Peters,AFLAC Inc,D,sen,MI,2000
N00029277,Gary Peters,AK Steel,D,sen,MI,500
N00029277,Gary Peters,AT&T Inc,D,sen,MI,2500
N00029277,Gary Peters,AXA Equitable Life Insurance,D,sen,MI,3000
N00029277,Gary Peters,Acxiom Corp,D,sen,MI,1000
N00029277,Gary Peters,Aetna Inc,D,sen,MI,2500
N00029277,Gary Peters,Alcoa Inc,D,sen,MI,3000
N00029277,Gary Peters,Ally Financial,D,sen,MI,5000
N00029277,Gary Peters,American Council of Engineering Cos,D,sen,MI,2000
N00029277,Gary Peters,American Council of Life Insurers,D,sen,MI,2500
N00029277,Gary Peters,American Financial Services Assn,D,sen,MI,1000
N00029277,Gary Peters,American Gastroenterological Assn,D,sen,MI,1000
N00029277,Gary Peters,American Institute of CPAs,D,sen,MI,750
N00029277,Gary Peters,American Motorcyclist Assn,D,sen,MI,1000
N00029277,Gary Peters,Ameriprise Financial,D,sen,MI,2000
N00029277,Gary Peters,Arkema Inc,D,sen,MI,1000
N00029277,Gary Peters,Association of American Railroads,D,sen,MI,1000
N00029277,Gary Peters,Automotive Aftermarket Industry Assn,D,sen,MI,1000
N00029277,Gary Peters,BASF Corp,D,sen,MI,1000
N00029277,Gary Peters,BNSF Railway,D,sen,MI,4000
N00029277,Gary Peters,Bank of New York Mellon,D,sen,MI,1000
N00029277,Gary Peters,Blue Cross/Blue Shield of Michigan,D,sen,MI,1000
N00029277,Gary Peters,CME Group,D,sen,MI,2500
N00029277,Gary Peters,CMS Energy,D,sen,MI,2000
N00029277,Gary Peters,Capital One Financial,D,sen,MI,1000
N00029277,Gary Peters,Celanese Corp,D,sen,MI,2500
N00029277,Gary Peters,Cellular Telecom & Internet Assn,D,sen,MI,1000
N00029277,Gary Peters,Cisco Systems,D,sen,MI,1000
N00029277,Gary Peters,Clark Hill PLC,D,sen,MI,1500
N00029277,Gary Peters,Clear Channel Communications,D,sen,MI,1500
N00029277,Gary Peters,Coca-Cola Co,D,sen,MI,1500
N00029277,Gary Peters,Continental Automotive Inc,D,sen,MI,10000
N00029277,Gary Peters,Credit Union National Assn,D,sen,MI,1500
